target_id,description,frozen_value,reconstructed_value,method,status,source_paths,notes
cap_occupancy_olmo3-base_L24_own,Base L24 own lower-median crossing occupancy,2,2,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/olmo_lineage_20260801/metrics/olmo3-base/capacity/ol-capacity-olmo3-base-dev-v1/capacity_layer_24.npz,joint table agrees
cap_excess_olmo3-base_L24_own,Base L24 own centered excess share (J minus matched-random),-0.00013672313294466054,-0.00013672313294466054,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/olmo_lineage_20260801/metrics/olmo3-base/capacity/ol-capacity-olmo3-base-dev-v1/capacity_layer_24.npz,joint table agrees
cap_occupancy_olmo3-base_L24_base_common,Base L24 base_common lower-median crossing occupancy,2,2,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/olmo_lineage_20260801/metrics/olmo3-base/capacity/ol-capacity-olmo3-base-dev-v1/capacity_layer_24.npz,joint table agrees
cap_excess_olmo3-base_L24_base_common,Base L24 base_common centered excess share (J minus matched-random),-0.00013672313294466054,-0.00013672313294466054,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/olmo_lineage_20260801/metrics/olmo3-base/capacity/ol-capacity-olmo3-base-dev-v1/capacity_layer_24.npz,joint table agrees
cap_occupancy_olmo3-base_L32_own,Base L32 own lower-median crossing occupancy,2,2,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/olmo_lineage_20260801/metrics/olmo3-base/capacity/ol-capacity-olmo3-base-dev-v1/capacity_layer_32.npz,joint table agrees
cap_excess_olmo3-base_L32_own,Base L32 own centered excess share (J minus matched-random),0.0031511520297778555,0.0031511520297778555,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/olmo_lineage_20260801/metrics/olmo3-base/capacity/ol-capacity-olmo3-base-dev-v1/capacity_layer_32.npz,joint table agrees
cap_occupancy_olmo3-base_L32_base_common,Base L32 base_common lower-median crossing occupancy,2,2,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/olmo_lineage_20260801/metrics/olmo3-base/capacity/ol-capacity-olmo3-base-dev-v1/capacity_layer_32.npz,joint table agrees
cap_excess_olmo3-base_L32_base_common,Base L32 base_common centered excess share (J minus matched-random),0.0031511520297778555,0.0031511520297778555,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/olmo_lineage_20260801/metrics/olmo3-base/capacity/ol-capacity-olmo3-base-dev-v1/capacity_layer_32.npz,joint table agrees
cap_occupancy_olmo3-base_L40_own,Base L40 own lower-median crossing occupancy,2,2,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/olmo_lineage_20260801/metrics/olmo3-base/capacity/ol-capacity-olmo3-base-dev-v1/capacity_layer_40.npz,joint table agrees
cap_excess_olmo3-base_L40_own,Base L40 own centered excess share (J minus matched-random),0.005896413416972668,0.005896413416972668,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/olmo_lineage_20260801/metrics/olmo3-base/capacity/ol-capacity-olmo3-base-dev-v1/capacity_layer_40.npz,joint table agrees
cap_occupancy_olmo3-base_L40_base_common,Base L40 base_common lower-median crossing occupancy,2,2,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/olmo_lineage_20260801/metrics/olmo3-base/capacity/ol-capacity-olmo3-base-dev-v1/capacity_layer_40.npz,joint table agrees
